"EVENT_DATE","ADMIN1","EVENT_TYPE"
"01-2022","Centre-Nord","Strategic developments"
"01-2022","Centre-Nord","Explosions/Remote violence"
"01-2022","Sahel","Battles"
"01-2022","Centre-Nord","Explosions/Remote violence"
"01-2022","Boucle du Mouhoun","Strategic developments"
"01-2022","Cascades","Battles"
"01-2022","Sahel","Explosions/Remote violence"
"01-2022","Sahel","Explosions/Remote violence"
"01-2022","Centre-Est","Strategic developments"
"01-2022","Est","Violence against civilians"
"01-2022","Nord","Strategic developments"
"01-2022","Nord","Strategic developments"
"01-2022","Est","Violence against civilians"
"01-2022","Centre-Nord","Explosions/Remote violence"
"01-2022","Nord","Strategic developments"
"01-2022","Nord","Strategic developments"
"01-2022","Est","Battles"
"01-2022","Est","Violence against civilians"
"01-2022","Sahel","Explosions/Remote violence"
"01-2022","Est","Strategic developments"
"01-2022","Sahel","Explosions/Remote violence"
"01-2022","Cascades","Strategic developments"
"01-2022","Nord","Strategic developments"
"01-2022","Sahel","Battles"
"01-2022","Centre-Nord","Battles"
"01-2022","Est","Violence against civilians"
"01-2022","Est","Violence against civilians"
"01-2022","Est","Battles"
"01-2022","Sahel","Battles"
"01-2022","Boucle du Mouhoun","Strategic developments"
"01-2022","Centre-Nord","Battles"
"01-2022","Centre-Nord","Violence against civilians"
"01-2022","Est","Violence against civilians"
"01-2022","Sahel","Explosions/Remote violence"
"01-2022","Boucle du Mouhoun","Violence against civilians"
"01-2022","Centre-Nord","Battles"
"01-2022","Boucle du Mouhoun","Violence against civilians"
"01-2022","Est","Violence against civilians"
"01-2022","Sahel","Explosions/Remote violence"
"01-2022","Nord","Explosions/Remote violence"
"01-2022","Nord","Explosions/Remote violence"
"01-2022","Sahel","Strategic developments"
"01-2022","Nord","Explosions/Remote violence"
"01-2022","Boucle du Mouhoun","Strategic developments"
"01-2022","Cascades","Strategic developments"
"01-2022","Est","Violence against civilians"
"01-2022","Sahel","Explosions/Remote violence"
"01-2022","Nord","Strategic developments"
"01-2022","Sud-Ouest","Battles"
"01-2022","Centre","Protests"
"01-2022","Sahel","Explosions/Remote violence"
"01-2022","Centre-Nord","Violence against civilians"
"01-2022","Boucle du Mouhoun","Strategic developments"
"01-2022","Cascades","Battles"
"01-2022","Boucle du Mouhoun","Strategic developments"
"01-2022","Sahel","Explosions/Remote violence"
"01-2022","Sahel","Explosions/Remote violence"
"01-2022","Sahel","Battles"
"01-2022","Sahel","Battles"
"01-2022","Sahel","Battles"
"01-2022","Cascades","Battles"
"01-2022","Hauts-Bassins","Battles"
"01-2022","Sahel","Battles"
"01-2022","Nord","Strategic developments"
"01-2022","Est","Violence against civilians"
"01-2022","Nord","Explosions/Remote violence"
"01-2022","Est","Battles"
"01-2022","Cascades","Violence against civilians"
"01-2022","Est","Strategic developments"
"01-2022","Est","Strategic developments"
"01-2022","Centre","Protests"
"01-2022","Hauts-Bassins","Riots"
"01-2022","Sahel","Strategic developments"
"01-2022","Centre-Nord","Riots"
"01-2022","Nord","Riots"
"01-2022","Centre","Riots"
"01-2022","Centre-Nord","Riots"
"01-2022","Est","Violence against civilians"
"01-2022","Est","Violence against civilians"
"01-2022","Nord","Riots"
"01-2022","Centre","Battles"
"01-2022","Sud-Ouest","Battles"
"01-2022","Sud-Ouest","Battles"
"01-2022","Nord","Explosions/Remote violence"
"01-2022","Centre","Protests"
"01-2022","Est","Violence against civilians"
"01-2022","Centre-Nord","Violence against civilians"
"01-2022","Est","Battles"
"01-2022","Boucle du Mouhoun","Strategic developments"
"01-2022","Nord","Strategic developments"
"01-2022","Centre","Strategic developments"
"01-2022","Centre-Nord","Strategic developments"
"01-2022","Sahel","Battles"
"01-2022","Nord","Strategic developments"
"01-2022","Centre","Protests"
"01-2022","Centre-Nord","Protests"
"01-2022","Est","Explosions/Remote violence"
"01-2022","Plateau-Central","Protests"
"01-2022","Nord","Strategic developments"
"01-2022","Nord","Protests"
"01-2022","Sud-Ouest","Strategic developments"
"01-2022","Est","Violence against civilians"
"01-2022","Est","Strategic developments"
"01-2022","Est","Explosions/Remote violence"
"01-2022","Est","Violence against civilians"
"01-2022","Est","Strategic developments"
"01-2022","Est","Strategic developments"
"01-2022","Centre-Sud","Protests"
"01-2022","Centre-Est","Protests"
"01-2022","Sahel","Protests"
"01-2022","Centre-Nord","Battles"
"01-2022","Est","Explosions/Remote violence"
"01-2022","Est","Strategic developments"
"01-2022","Sahel","Explosions/Remote violence"
"01-2022","Sahel","Explosions/Remote violence"
"01-2022","Est","Strategic developments"
"01-2022","Est","Strategic developments"
"01-2022","Est","Strategic developments"
"01-2022","Cascades","Strategic developments"
"01-2022","Centre-Nord","Violence against civilians"
"01-2022","Centre-Nord","Strategic developments"
"01-2022","Boucle du Mouhoun","Strategic developments"
"01-2022","Centre-Nord","Explosions/Remote violence"
"01-2022","Est","Violence against civilians"
"01-2022","Centre-Nord","Strategic developments"
"01-2022","Est","Violence against civilians"
"01-2022","Sahel","Strategic developments"
"01-2022","Centre-Nord","Violence against civilians"
"01-2022","Cascades","Explosions/Remote violence"
"01-2022","Nord","Strategic developments"
"01-2022","Sahel","Battles"
"01-2022","Est","Strategic developments"
"01-2022","Est","Strategic developments"
"01-2022","Centre-Est","Protests"
"01-2022","Est","Violence against civilians"
"01-2022","Est","Violence against civilians"
"01-2022","Est","Violence against civilians"
"01-2022","Sahel","Battles"
"01-2022","Est","Explosions/Remote violence"
"01-2022","Centre-Est","Battles"
"01-2022","Centre-Nord","Strategic developments"
"01-2022","Centre-Nord","Strategic developments"
"01-2022","Est","Strategic developments"
"01-2022","Nord","Strategic developments"
"01-2022","Cascades","Battles"
"01-2022","Cascades","Battles"
"01-2022","Est","Strategic developments"
"01-2022","Sahel","Strategic developments"
"01-2022","Est","Violence against civilians"
"01-2022","Centre-Nord","Battles"
"01-2022","Centre-Nord","Battles"
"01-2022","Sahel","Battles"
"01-2022","Centre-Nord","Strategic developments"
"01-2022","Sud-Ouest","Explosions/Remote violence"
"01-2022","Centre","Riots"
"01-2022","Boucle du Mouhoun","Violence against civilians"
"01-2022","Boucle du Mouhoun","Strategic developments"
"01-2022","Cascades","Explosions/Remote violence"
"01-2022","Cascades","Battles"
"01-2022","Cascades","Explosions/Remote violence"
"01-2022","Est","Strategic developments"
"01-2022","Est","Protests"
"01-2022","Sahel","Violence against civilians"
"02-2022","Boucle du Mouhoun","Strategic developments"
"02-2022","Est","Strategic developments"
"02-2022","Centre-Est","Explosions/Remote violence"
"02-2022","Centre-Est","Explosions/Remote violence"
"02-2022","Centre-Nord","Violence against civilians"
"02-2022","Est","Battles"
"02-2022","Sud-Ouest","Violence against civilians"
"02-2022","Centre-Nord","Violence against civilians"
"02-2022","Est","Explosions/Remote violence"
"02-2022","Centre-Nord","Violence against civilians"
"02-2022","Sahel","Explosions/Remote violence"
"02-2022","Centre-Nord","Battles"
"02-2022","Sahel","Explosions/Remote violence"
"02-2022","Nord","Strategic developments"
"02-2022","Sud-Ouest","Explosions/Remote violence"
"02-2022","Sahel","Explosions/Remote violence"
"02-2022","Boucle du Mouhoun","Violence against civilians"
"02-2022","Centre-Est","Strategic developments"
"02-2022","Cascades","Explosions/Remote violence"
"02-2022","Boucle du Mouhoun","Strategic developments"
"02-2022","Boucle du Mouhoun","Protests"
"02-2022","Sahel","Explosions/Remote violence"
"02-2022","Sahel","Strategic developments"
"02-2022","Boucle du Mouhoun","Strategic developments"
"02-2022","Centre-Nord","Explosions/Remote violence"
"02-2022","Centre-Nord","Battles"
"02-2022","Nord","Battles"
"02-2022","Centre-Nord","Violence against civilians"
"02-2022","Boucle du Mouhoun","Strategic developments"
"02-2022","Boucle du Mouhoun","Strategic developments"
"02-2022","Boucle du Mouhoun","Strategic developments"
"02-2022","Hauts-Bassins","Protests"
"02-2022","Sahel","Violence against civilians"
"02-2022","Sahel","Violence against civilians"
"02-2022","Sahel","Explosions/Remote violence"
"02-2022","Est","Violence against civilians"
"02-2022","Est","Battles"
"02-2022","Sud-Ouest","Protests"
"02-2022","Centre","Protests"
"02-2022","Boucle du Mouhoun","Protests"
"02-2022","Hauts-Bassins","Protests"
"02-2022","Est","Protests"
"02-2022","Sud-Ouest","Violence against civilians"
"02-2022","Est","Strategic developments"
"02-2022","Centre-Est","Strategic developments"
"02-2022","Centre-Sud","Protests"
"02-2022","Sud-Ouest","Strategic developments"
"02-2022","Sud-Ouest","Battles"
"02-2022","Cascades","Battles"
"02-2022","Nord","Strategic developments"
"02-2022","Centre-Nord","Battles"
"02-2022","Centre-Nord","Explosions/Remote violence"
"02-2022","Sahel","Battles"
"02-2022","Boucle du Mouhoun","Violence against civilians"
"02-2022","Sahel","Violence against civilians"
"02-2022","Boucle du Mouhoun","Strategic developments"
"02-2022","Centre-Est","Strategic developments"
"02-2022","Est","Strategic developments"
"02-2022","Centre-Est","Protests"
"02-2022","Nord","Battles"
"02-2022","Nord","Explosions/Remote violence"
"02-2022","Nord","Battles"
"02-2022","Sud-Ouest","Explosions/Remote violence"
"02-2022","Sud-Ouest","Explosions/Remote violence"
"02-2022","Sud-Ouest","Explosions/Remote violence"
"02-2022","Est","Strategic developments"
"02-2022","Est","Battles"
"02-2022","Centre-Nord","Explosions/Remote violence"
"02-2022","Boucle du Mouhoun","Strategic developments"
"02-2022","Boucle du Mouhoun","Violence against civilians"
"02-2022","Boucle du Mouhoun","Explosions/Remote violence"
"02-2022","Est","Explosions/Remote violence"
"02-2022","Centre-Est","Strategic developments"
"02-2022","Sahel","Explosions/Remote violence"
"02-2022","Sahel","Explosions/Remote violence"
"02-2022","Centre-Est","Explosions/Remote violence"
"02-2022","Boucle du Mouhoun","Battles"
"02-2022","Cascades","Battles"
"02-2022","Est","Strategic developments"
"02-2022","Nord","Violence against civilians"
"02-2022","Boucle du Mouhoun","Violence against civilians"
"02-2022","Boucle du Mouhoun","Strategic developments"
"02-2022","Est","Explosions/Remote violence"
"02-2022","Est","Strategic developments"
"02-2022","Est","Explosions/Remote violence"
"02-2022","Est","Strategic developments"
"02-2022","Sahel","Strategic developments"
"02-2022","Sahel","Violence against civilians"
"02-2022","Centre","Protests"
"02-2022","Est","Violence against civilians"
"02-2022","Est","Explosions/Remote violence"
"02-2022","Est","Strategic developments"
"02-2022","Est","Explosions/Remote violence"
"02-2022","Centre-Nord","Battles"
"02-2022","Est","Strategic developments"
"02-2022","Est","Strategic developments"
"02-2022","Est","Strategic developments"
"02-2022","Centre-Nord","Strategic developments"
"02-2022","Nord","Protests"
"02-2022","Nord","Explosions/Remote violence"
"02-2022","Nord","Explosions/Remote violence"
"02-2022","Centre-Nord","Battles"
"02-2022","Centre-Nord","Strategic developments"
"02-2022","Est","Strategic developments"
"02-2022","Est","Strategic developments"
"02-2022","Est","Strategic developments"
"02-2022","Sahel","Explosions/Remote violence"
"02-2022","Nord","Strategic developments"
"02-2022","Sahel","Violence against civilians"
"02-2022","Sahel","Explosions/Remote violence"
"02-2022","Nord","Strategic developments"
"02-2022","Boucle du Mouhoun","Strategic developments"
"02-2022","Nord","Strategic developments"
"02-2022","Sahel","Explosions/Remote violence"
"02-2022","Centre-Nord","Strategic developments"
"02-2022","Sahel","Explosions/Remote violence"
"02-2022","Nord","Strategic developments"
"02-2022","Sahel","Explosions/Remote violence"
"02-2022","Sahel","Explosions/Remote violence"
"02-2022","Sahel","Explosions/Remote violence"
"02-2022","Centre-Nord","Strategic developments"
"02-2022","Sahel","Explosions/Remote violence"
"02-2022","Sahel","Battles"
"02-2022","Est","Violence against civilians"
"02-2022","Centre-Est","Strategic developments"
"02-2022","Est","Strategic developments"
"02-2022","Nord","Battles"
"02-2022","Hauts-Bassins","Protests"
"02-2022","Nord","Explosions/Remote violence"
"02-2022","Nord","Strategic developments"
"02-2022","Centre-Nord","Violence against civilians"
"02-2022","Centre-Nord","Explosions/Remote violence"
"02-2022","Est","Explosions/Remote violence"
"02-2022","Est","Explosions/Remote violence"
"02-2022","Sahel","Strategic developments"
"02-2022","Sahel","Explosions/Remote violence"
"02-2022","Est","Strategic developments"
"02-2022","Sahel","Explosions/Remote violence"
"02-2022","Sahel","Strategic developments"
"02-2022","Est","Violence against civilians"
"02-2022","Sahel","Violence against civilians"
"02-2022","Sahel","Violence against civilians"
"02-2022","Nord","Explosions/Remote violence"
"02-2022","Est","Strategic developments"
"02-2022","Centre","Protests"
"02-2022","Sahel","Strategic developments"
"02-2022","Centre-Nord","Explosions/Remote violence"
"02-2022","Sahel","Violence against civilians"
"02-2022","Est","Violence against civilians"
"02-2022","Est","Strategic developments"
"02-2022","Est","Protests"
"02-2022","Est","Strategic developments"
"02-2022","Centre-Nord","Strategic developments"
"02-2022","Centre-Nord","Strategic developments"
"02-2022","Est","Strategic developments"
"02-2022","Centre-Nord","Strategic developments"
"02-2022","Boucle du Mouhoun","Violence against civilians"
"02-2022","Cascades","Violence against civilians"
"02-2022","Centre-Nord","Explosions/Remote violence"
"02-2022","Sahel","Battles"
"02-2022","Centre-Nord","Strategic developments"
"02-2022","Cascades","Violence against civilians"
"02-2022","Nord","Strategic developments"
"02-2022","Est","Violence against civilians"
"02-2022","Est","Protests"
"02-2022","Est","Strategic developments"
"02-2022","Sahel","Battles"
"02-2022","Sahel","Violence against civilians"
"02-2022","Boucle du Mouhoun","Strategic developments"
"02-2022","Est","Strategic developments"
"02-2022","Centre-Est","Strategic developments"
"02-2022","Centre","Protests"
"02-2022","Sahel","Violence against civilians"
"02-2022","Sahel","Battles"
"02-2022","Centre-Est","Strategic developments"
"02-2022","Nord","Strategic developments"
"02-2022","Centre-Est","Battles"
"02-2022","Nord","Explosions/Remote violence"
"02-2022","Nord","Strategic developments"
"02-2022","Boucle du Mouhoun","Strategic developments"
"02-2022","Est","Strategic developments"
"02-2022","Nord","Explosions/Remote violence"
"02-2022","Nord","Explosions/Remote violence"
"02-2022","Nord","Explosions/Remote violence"
"02-2022","Nord","Strategic developments"
"02-2022","Sahel","Strategic developments"
"02-2022","Est","Strategic developments"
"02-2022","Sahel","Explosions/Remote violence"
"02-2022","Nord","Battles"
"02-2022","Centre-Nord","Explosions/Remote violence"
"02-2022","Hauts-Bassins","Protests"
"02-2022","Nord","Explosions/Remote violence"
"02-2022","Nord","Battles"
